scene,psf_config,assumed_fwhm_m,npt,snr,noise_std,lam,rmse_vs_no_psf,noise_model,realization,seed,n_cells,rmse_clean,noise_penalty,noise_penalty_lam0,rmse_noisy_lam0,regularization_noise_gain,regularization_noise_gain_pct
urban,matched,12.5,22,50.0,0.0026019069664488586,0.1,0.07784691589599681,white,1,3235,169675,0.07773709273896316,0.00010982315703364498,0.0004347766285624499,0.06874906497056825,0.00032495347152880494,0.47266602341125485
urban,matched,12.5,22,50.0,0.0026019069664488586,1.0,0.09941240058521966,white,1,3235,169675,0.09939127549633432,2.112508888534037e-05,0.0004347766285624499,0.06874906497056825,0.00041365153967710955,0.6016831499514872
urban,matched,12.5,22,50.0,0.0026019069664488586,0.0,0.0687483960625407,white,2,3236,169675,0.0683142883420058,0.00043410772053489866,0.00043410772053489866,0.0687483960625407,0.0,0.0
urban,matched,12.5,22,50.0,0.0026019069664488586,0.001,0.06881361417515727,white,2,3236,169675,0.0683953330813333,0.00041828109382396894,0.00043410772053489866,0.0687483960625407,1.5826626710929714e-05,0.0230210850250705
urban,matched,12.5,22,50.0,0.0026019069664488586,0.01,0.06958208774397687,white,2,3236,169675,0.06926453552915494,0.00031755221482192286,0.00043410772053489866,0.0687483960625407,0.00011655550571297579,0.16953923638734025
urban,matched,12.5,22,50.0,0.0026019069664488586,0.1,0.07783727881903628,white,2,3236,169675,0.07773709273896316,0.00010018608007311691,0.00043410772053489866,0.0687483960625407,0.00033392164046178174,0.4857155360512147
urban,matched,12.5,22,50.0,0.0026019069664488586,1.0,0.09940982263778447,white,2,3236,169675,0.09939127549633432,1.8547141450150906e-05,0.00043410772053489866,0.0687483960625407,0.00041556057908474775,0.6044658535840031
urban,matched,12.5,22,50.0,0.0026019069664488586,0.0,0.06875504084764186,white,3,3237,169675,0.0683142883420058,0.0004407525056360634,0.0004407525056360634,0.06875504084764186,0.0,0.0
urban,matched,12.5,22,50.0,0.0026019069664488586,0.001,0.06882023286425136,white,3,3237,169675,0.0683953330813333,0.0004248997829180562,0.0004407525056360634,0.06875504084764186,1.5852722718007195e-05,0.023056815213209063
urban,matched,12.5,22,50.0,0.0026019069664488586,0.01,0.06958835781119015,white,3,3237,169675,0.06926453552915494,0.00032382228203520214,0.0004407525056360634,0.06875504084764186,0.00011693022360086125,0.17006785562090418
urban,matched,12.5,22,50.0,0.0026019069664488586,0.1,0.07784052131737039,white,3,3237,169675,0.07773709273896316,0.00010342857840722752,0.0004407525056360634,0.06875504084764186,0.00033732392722883586,0.4906170123239848
